,Timestamp,Message
72551,2024-07-05 09:02:55, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72552,2024-07-05 09:02:55, Set program coordinate 0 zero point at(526.000 * 11284.815)(WCS)
72553,2024-07-05 09:02:55, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72554,2024-07-05 09:03:06, Current page:Auto FindEdge
72555,2024-07-05 09:03:07, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72556,2024-07-05 09:03:07, Current page:FACut Laser Cutting System for BevelL_01443.NC
72557,2024-07-05 09:03:17, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72558,2024-07-05 09:03:17, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: FindEdge
72559,2024-07-05 09:03:18, Cmd ready:FindEdge
72560,2024-07-05 09:03:18, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72561,2024-07-05 09:03:18, Cmd ready:NM_NAN
72562,2024-07-05 09:03:18,"\b State jump error, Cmd:NM_NAN"
72563,2024-07-05 09:03:18,\b HandleExtMsg Error NM_NAN
72564,2024-07-05 09:03:18, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72565,2024-07-05 09:03:18, Cmd ready:NM_NAN
72566,2024-07-05 09:03:18,"\b State jump error, Cmd:NM_NAN"
72567,2024-07-05 09:03:18,\b HandleExtMsg Error NM_NAN
72568,2024-07-05 09:03:28, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72569,2024-07-05 09:03:37, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72570,2024-07-05 09:03:37, Set program coordinate 0 zero point at(112.047 * 11516.740)(WCS)
72571,2024-07-05 09:03:37, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72572,2024-07-05 09:03:39, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Z - jog
72573,2024-07-05 09:03:39, Cmd ready:Z - jog
72574,2024-07-05 09:03:42, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Z negative jog
72575,2024-07-05 09:03:42, Cmd ready:Stop Z negative jog
72576,2024-07-05 09:03:42, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Z - jog
72577,2024-07-05 09:03:42, Cmd ready:Z - jog
72578,2024-07-05 09:03:42, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: Stop Z negative jog
72579,2024-07-05 09:03:42, Cmd ready:Stop Z negative jog
72580,2024-07-05 09:03:42, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Shutter On/Off
72581,2024-07-05 09:03:42, Cmd ready:Shutter On/Off
72582,2024-07-05 09:03:43, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72583,2024-07-05 09:03:43, Cmd ready:NM_NAN
72584,2024-07-05 09:03:43,"\b State jump error, Cmd:NM_NAN"
72585,2024-07-05 09:03:43,\b HandleExtMsg Error NM_NAN
72586,2024-07-05 09:03:48, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72587,2024-07-05 09:04:53, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Shutter On/Off
72588,2024-07-05 09:04:53, Cmd ready:Shutter On/Off
72589,2024-07-05 09:04:53, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72590,2024-07-05 09:04:53, Cmd ready:NM_NAN
72591,2024-07-05 09:04:53,"\b State jump error, Cmd:NM_NAN"
72592,2024-07-05 09:04:53,\b HandleExtMsg Error NM_NAN
72593,2024-07-05 09:04:55, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Frame
72594,2024-07-05 09:04:55, Cmd ready:Frame
72595,2024-07-05 09:04:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72596,2024-07-05 09:04:56, Cmd ready:NM_NAN
72597,2024-07-05 09:04:56,"\b State jump error, Cmd:NM_NAN"
72598,2024-07-05 09:04:56,\b HandleExtMsg Error NM_NAN
72599,2024-07-05 09:04:56, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72600,2024-07-05 09:04:56, Cmd ready:NM_NAN
72601,2024-07-05 09:04:56,"\b State jump error, Cmd:NM_NAN"
72602,2024-07-05 09:04:56,\b HandleExtMsg Error NM_NAN
72603,2024-07-05 09:04:59, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72604,2024-07-05 09:06:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Start Cut
72605,2024-07-05 09:06:15, Cmd ready:Start Cut
72606,2024-07-05 09:06:15, \u21487?\u29992?\u20869?\u23384? 1671.17 MB
72607,2024-07-05 09:06:15, \u26368?\u22823?\u36830?\u32493?\u20869?\u23384? 749.67 MB
72608,2024-07-05 09:06:15, \u20992?\u36335?\u23548?\u20986?\u25152?\u38656?\u20869?\u23384? 0.00 MB
72609,2024-07-05 09:06:15, Export OK
72610,2024-07-05 09:06:15," Initial Breakpoint, Process Mode:0"
72611,2024-07-05 09:06:15, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72612,2024-07-05 09:06:15, Cmd ready:NM_NAN
72613,2024-07-05 09:06:15,"\b State jump error, Cmd:NM_NAN"
72614,2024-07-05 09:06:15,\b HandleExtMsg Error NM_NAN
72615,2024-07-05 09:06:15, FileBegin
72616,2024-07-05 09:06:15, \u23450?\u23039?\u24577?\u36712?\u36857?\u20999?\u21106?: True
72617,2024-07-05 09:06:15, Run PLC action:PartBegin
72618,2024-07-05 09:06:15, Run PLC action:LayerBegin
72619,2024-07-05 09:06:16, Set Layer Param
72620,2024-07-05 09:06:16," Layer: 1, Knife Road: 0"
72621,2024-07-05 09:06:16, Pendulum length changed from 0.00 to 0.50
72622,2024-07-05 09:06:16, Track Processing
72623,2024-07-05 09:06:16, LeapFrog Travel
72624,2024-07-05 09:06:18, Run PLC action:LaserOn
72625,2024-07-05 09:06:18, Open Laser Process Finished
72626,2024-07-05 09:06:18, Cut Preparation
72627,2024-07-05 09:06:21, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72628,2024-07-05 09:06:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Pause
72629,2024-07-05 09:06:25, Cmd ready:Pause
72630,2024-07-05 09:06:25, AlgDecStop
72631,2024-07-05 09:06:25, Update machining process!
72632,2024-07-05 09:06:25, Total machining: 10.41 s
72633,2024-07-05 09:06:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72634,2024-07-05 09:06:25, Cmd ready:NM_NAN
72635,2024-07-05 09:06:25,"\b State jump error, Cmd:NM_NAN"
72636,2024-07-05 09:06:25,\b HandleExtMsg Error NM_NAN
72637,2024-07-05 09:06:26, Pause
72638,2024-07-05 09:06:26, Pendulum length changed from 0.50 to 0.00
72639,2024-07-05 09:06:26,"\b Cmd:Start Cut, execution ended!"
72640,2024-07-05 09:06:31, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72641,2024-07-05 09:06:40, Current page:Technique Settings
72642,2024-07-05 09:06:41, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72643,2024-07-05 09:06:42, Current page:Select Technique
72644,2024-07-05 09:06:48, Current page:Technique Settings
72645,2024-07-05 09:06:51, Current page:FACut Laser Cutting System for BevelL_01443.NC
72646,2024-07-05 09:06:52, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72647,2024-07-05 09:06:57, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Resume
72648,2024-07-05 09:06:57, Cmd ready:Resume
72649,2024-07-05 09:06:57, Resume
72650,2024-07-05 09:06:57, \u23450?\u23039?\u24577?\u36712?\u36857?\u20999?\u21106?: True
72651,2024-07-05 09:06:57, Pendulum length changed from 0.00 to 0.40
72652,2024-07-05 09:06:57, Machining progress at resume0.0251555478465245
72653,2024-07-05 09:06:57, \u22238?\u36864?\u36317?\u31163? 1.00 \u22238?\u36864?\u21518?\u36712?\u36857?\u21152?\u24037?\u36827?\u24230?0.0247918564961986
72654,2024-07-05 09:06:57, Track Processing
72655,2024-07-05 09:06:57, LeapFrog Travel
72656,2024-07-05 09:06:58, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72657,2024-07-05 09:06:58, Cmd ready:NM_NAN
72658,2024-07-05 09:06:58,"\b State jump error, Cmd:NM_NAN"
72659,2024-07-05 09:06:58,\b HandleExtMsg Error NM_NAN
72660,2024-07-05 09:06:58, Run PLC action:Pierce1
72661,2024-07-05 09:06:58, PunchType 1
72662,2024-07-05 09:06:58, doPunchStep 1
72663,2024-07-05 09:06:59, \u31359?\u23380?\u21518?\u20851?\u20809?
72664,2024-07-05 09:06:59, Pierce Finished
72665,2024-07-05 09:06:59, Run PLC action:LaserOn
72666,2024-07-05 09:06:59, Open Laser Process Finished
72667,2024-07-05 09:06:59, Cut Preparation
72668,2024-07-05 09:07:02, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72669,2024-07-05 09:07:21, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Pause
72670,2024-07-05 09:07:21, Cmd ready:Pause
72671,2024-07-05 09:07:21, AlgDecStop
72672,2024-07-05 09:07:21, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72673,2024-07-05 09:07:21, Cmd ready:NM_NAN
72674,2024-07-05 09:07:21,\b Responding to stop operations. Not responding to jump cmd
72675,2024-07-05 09:07:21,\b HandleExtMsg Error NM_NAN
72676,2024-07-05 09:07:21, Update machining process!
72677,2024-07-05 09:07:21, Total machining: 23.91 s
72678,2024-07-05 09:07:22, Pause
72679,2024-07-05 09:07:22, Pendulum length changed from 0.40 to 0.00
72680,2024-07-05 09:07:22,"\b Cmd:Resume, execution ended!"
72681,2024-07-05 09:07:22, AppConfig\u20445?\u23384?\u21040?\u25991?\u20214?
72682,2024-07-05 09:07:23, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72683,2024-07-05 09:07:23, Cmd ready:Forward
72684,2024-07-05 09:07:23, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72685,2024-07-05 09:07:23, Cmd ready:NM_NAN
72686,2024-07-05 09:07:23,"\b State jump error, Cmd:NM_NAN"
72687,2024-07-05 09:07:23,\b HandleExtMsg Error NM_NAN
72688,2024-07-05 09:07:23, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72689,2024-07-05 09:07:23, Cmd ready:Forward
72690,2024-07-05 09:07:23, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72691,2024-07-05 09:07:23, Cmd ready:NM_NAN
72692,2024-07-05 09:07:23,"\b State jump error, Cmd:NM_NAN"
72693,2024-07-05 09:07:23,\b HandleExtMsg Error NM_NAN
72694,2024-07-05 09:07:24, Update machining process!
72695,2024-07-05 09:07:24, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72696,2024-07-05 09:07:24, Cmd ready:Forward
72697,2024-07-05 09:07:24, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72698,2024-07-05 09:07:24, Cmd ready:NM_NAN
72699,2024-07-05 09:07:24,"\b State jump error, Cmd:NM_NAN"
72700,2024-07-05 09:07:24,\b HandleExtMsg Error NM_NAN
72701,2024-07-05 09:07:24, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72702,2024-07-05 09:07:24, Cmd ready:Forward
72703,2024-07-05 09:07:24,"\b State jump error, Cmd:Forward"
72704,2024-07-05 09:07:24,\b HandleExtMsg Error Forward
72705,2024-07-05 09:07:24, Update machining process!
72706,2024-07-05 09:07:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72707,2024-07-05 09:07:25, Cmd ready:NM_NAN
72708,2024-07-05 09:07:25,"\b State jump error, Cmd:NM_NAN"
72709,2024-07-05 09:07:25,\b HandleExtMsg Error NM_NAN
72710,2024-07-05 09:07:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72711,2024-07-05 09:07:25, Cmd ready:Forward
72712,2024-07-05 09:07:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72713,2024-07-05 09:07:25, Cmd ready:NM_NAN
72714,2024-07-05 09:07:25,"\b State jump error, Cmd:NM_NAN"
72715,2024-07-05 09:07:25,\b HandleExtMsg Error NM_NAN
72716,2024-07-05 09:07:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72717,2024-07-05 09:07:25, Cmd ready:Forward
72718,2024-07-05 09:07:25,"\b State jump error, Cmd:Forward"
72719,2024-07-05 09:07:25,\b HandleExtMsg Error Forward
72720,2024-07-05 09:07:25, Update machining process!
72721,2024-07-05 09:07:25, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72722,2024-07-05 09:07:25, Cmd ready:NM_NAN
72723,2024-07-05 09:07:25,"\b State jump error, Cmd:NM_NAN"
72724,2024-07-05 09:07:25,\b HandleExtMsg Error NM_NAN
72725,2024-07-05 09:07:26, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72726,2024-07-05 09:07:26, Cmd ready:Forward
72727,2024-07-05 09:07:26, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72728,2024-07-05 09:07:26, Cmd ready:NM_NAN
72729,2024-07-05 09:07:26,"\b State jump error, Cmd:NM_NAN"
72730,2024-07-05 09:07:26,\b HandleExtMsg Error NM_NAN
72731,2024-07-05 09:07:26, Update machining process!
72732,2024-07-05 09:07:26, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72733,2024-07-05 09:07:26, Cmd ready:Forward
72734,2024-07-05 09:07:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72735,2024-07-05 09:07:27, Cmd ready:NM_NAN
72736,2024-07-05 09:07:27,"\b State jump error, Cmd:NM_NAN"
72737,2024-07-05 09:07:27,\b HandleExtMsg Error NM_NAN
72738,2024-07-05 09:07:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72739,2024-07-05 09:07:27, Cmd ready:Forward
72740,2024-07-05 09:07:27,"\b State jump error, Cmd:Forward"
72741,2024-07-05 09:07:27,\b HandleExtMsg Error Forward
72742,2024-07-05 09:07:27, Update machining process!
72743,2024-07-05 09:07:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72744,2024-07-05 09:07:27, Cmd ready:NM_NAN
72745,2024-07-05 09:07:27,"\b State jump error, Cmd:NM_NAN"
72746,2024-07-05 09:07:27,\b HandleExtMsg Error NM_NAN
72747,2024-07-05 09:07:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72748,2024-07-05 09:07:27, Cmd ready:Forward
72749,2024-07-05 09:07:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72750,2024-07-05 09:07:27, Cmd ready:NM_NAN
72751,2024-07-05 09:07:27,"\b State jump error, Cmd:NM_NAN"
72752,2024-07-05 09:07:27,\b HandleExtMsg Error NM_NAN
72753,2024-07-05 09:07:27, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72754,2024-07-05 09:07:27, Cmd ready:Forward
72755,2024-07-05 09:07:27,"\b State jump error, Cmd:Forward"
72756,2024-07-05 09:07:27,\b HandleExtMsg Error Forward
72757,2024-07-05 09:07:28, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72758,2024-07-05 09:07:28, Cmd ready:NM_NAN
72759,2024-07-05 09:07:28,"\b State jump error, Cmd:NM_NAN"
72760,2024-07-05 09:07:28,\b HandleExtMsg Error NM_NAN
72761,2024-07-05 09:07:28, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72762,2024-07-05 09:07:28, Cmd ready:Forward
72763,2024-07-05 09:07:28,"\b State jump error, Cmd:Forward"
72764,2024-07-05 09:07:28,\b HandleExtMsg Error Forward
72765,2024-07-05 09:07:28, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72766,2024-07-05 09:07:28, Cmd ready:NM_NAN
72767,2024-07-05 09:07:28,"\b State jump error, Cmd:NM_NAN"
72768,2024-07-05 09:07:28,\b HandleExtMsg Error NM_NAN
72769,2024-07-05 09:07:28, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72770,2024-07-05 09:07:28, Cmd ready:Forward
72771,2024-07-05 09:07:28,"\b State jump error, Cmd:Forward"
72772,2024-07-05 09:07:28,\b HandleExtMsg Error Forward
72773,2024-07-05 09:07:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72774,2024-07-05 09:07:29, Cmd ready:NM_NAN
72775,2024-07-05 09:07:29,"\b State jump error, Cmd:NM_NAN"
72776,2024-07-05 09:07:29,\b HandleExtMsg Error NM_NAN
72777,2024-07-05 09:07:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72778,2024-07-05 09:07:29, Cmd ready:Forward
72779,2024-07-05 09:07:29,"\b State jump error, Cmd:Forward"
72780,2024-07-05 09:07:29,\b HandleExtMsg Error Forward
72781,2024-07-05 09:07:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
72782,2024-07-05 09:07:29, Cmd ready:NM_NAN
72783,2024-07-05 09:07:29,"\b State jump error, Cmd:NM_NAN"
72784,2024-07-05 09:07:29,\b HandleExtMsg Error NM_NAN
72785,2024-07-05 09:07:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u28857?\u20987?\u25191?\u34892?TNcMsg: Forward
72786,2024-07-05 09:07:29, Cmd ready:Forward
72787,2024-07-05 09:07:29, \u25163?\u25345?\u30418?\u25353?\u38190?\u26494?\u24320?\u25191?\u34892?TNcMsg: NM_NAN
